price,rating,processor,cpu cores,processor speed,ram,storage,memory card support,os,display size,display resolution,refresh rate,rear camera,front camera,battery,charging speed,wireless charging,reverse charging,charging port,sim slots,network support,nfc
"₹12,999",78.0,Snapdragon 845,Octa Core,2.8 GHz Processor,6 GB RAM,128 GB inbuilt,Yes,Android v8.1 (Oreo),6.18 inches,1080 x 2246 px Display with Large Notch,Not specified,12 MP + 5 MP Dual Rear,20 MP Front Camera,4000 mAh,Fast Charging,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi",No
"₹7,299",61.0,Helio A22,Quad Core,2 GHz Processor,3 GB RAM,32 GB inbuilt,Yes,Android v12,6.52 inches,720 x 1600 px Display with Water Drop Notch,Not specified,8 MP Dual Rear,5 MP Front Camera,5000 mAh,10W Fast Charging,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi",No
₹995,Not specified,52 MB RAM,,,1000 mAh Battery,Not specified,Yes,Not specified,No Rear Camera,Not specified,Not specified,"Memory Card Supported, upto 16 GB",Not specified,"1.8 inches, 128 x 160 px Display",Not specified,No,No,USB Type-C,Dual SIM,Dual Sim,No
"₹7,999",61.0,Quad Core,,1.6 GHz Processor,4 GB RAM,32 GB inbuilt,Yes,Android v11.0,6.5 inches,720 x 1600 px Display with Water Drop Notch,Not specified,20 MP Rear,13 MP Front Camera,5000 mAh,Not specified,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi",No
"₹54,990",86.0,Snapdragon 8 Gen2,Octa Core,3.2 GHz Processor,8 GB RAM,128 GB inbuilt,Yes,No FM Radio,6.73 inches,1440 x 3200 px,120 Hz Display with Punch Hole,50 MP + 8 MP + 2 MP Triple Rear,20 MP Front Camera,5000 mAh,67W Fast Charging,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC, IR Blaster",Yes
"₹49,990",77.0,Dimensity 9200,Octa Core Processor,,12 GB RAM,256 GB inbuilt,Yes,No FM Radio,6.67 inches,1080 x 2400 px,120 Hz Display with Punch Hole,50 MP + 13 MP + 2 MP Triple Rear,32 MP Front Camera,5000 mAh,120W Fast Charging,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC",Yes
"₹54,990",Not specified,Snapdragon 8 Gen1,Octa Core,3 GHz Processor,12 GB RAM,256 GB inbuilt,Yes,No FM Radio,6.78 inches,1200 x 2652 px,120 Hz Display with Punch Hole,200 MP + 50 MP + 8 MP Triple Rear,50 MP Front Camera,4500 mAh,100W Fast Charging,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC",Yes
"₹49,990",60.0,Bionic  A15,Hexa Core,3.22 GHz Processor,64 GB inbuilt,Not specified,Yes,No FM Radio,12 MP Rear & 10.8 MP Front Camera,Not specified,Not specified,Memory Card Not Supported,Not specified,"6.1 inches, 750 x 1580 px Display",Not specified,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC",Yes
"₹15,499",71.0,Dimensity 810 5G,Octa Core,2.4 GHz Processor,4 GB RAM,128 GB inbuilt,Yes,Android v12,6.8 inches,1080 x 2400 px,120 Hz Display with Punch Hole,50 MP Dual Rear,8 MP Front Camera,6000 mAh,18W Fast Charging,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi",No
"₹1,69,900",78.0,Bionic  A16,Hexa Core Processor,,6 GB RAM,512 GB inbuilt,No,iOS v16,6.7 inches,1290 x 2796 px,120 Hz Display,48 MP + 12 MP + 12 MP Triple Rear,12 MP Front Camera,4323 mAh,Fast Charging,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC",Yes
"₹53,990",75.0,Google Tensor 3,Octa Core Processor,,8 GB RAM,128 GB inbuilt,Yes,No FM Radio,6.6 inches,1080 x 2400 px,120 Hz Display with Punch Hole,50 MP + 8 MP Dual Rear,10.1 MP Front Camera,4830 mAh,67W Fast Charging,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC",Yes
"₹18,990",80.0,Dimensity 1300,Octa Core,3 GHz Processor,8 GB RAM,128 GB inbuilt,Yes,No FM Radio,6.58 inches,1080 x 2408 px,120 Hz Display with Water Drop Notch,50 MP + 2 MP Dual Rear,16 MP Front Camera,6000 mAh,44W Fast Charging,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi",No
"₹16,999",76.0,Snapdragon 695,Octa Core,2.2 GHz Processor,4 GB RAM,64 GB inbuilt,Yes,Android v12,6.6 inches,2460 x 1080 px,90 Hz Display with Punch Hole,50 MP + 8 MP + 2 MP Triple Rear,16 MP Front Camera,5000 mAh,33W Fast Charging,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC",Yes
"₹34,999",86.0,Snapdragon 7 Gen1,Octa Core,2.36 GHz Processor,8 GB RAM,128 GB inbuilt,Yes,No FM Radio,6.5 inches,1080 x 2412 px,144 Hz Display,50 MP + 50 MP + 2 MP Triple Rear,32 MP Front Camera,4200 mAh,67W Fast Charging,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC",Yes
"₹82,990",Not specified,Snapdragon 8 Gen1,Octa Core,3 GHz Processor,12 GB RAM,512 GB inbuilt,Yes,No FM Radio,7 inches,1440 x 3080 px,120 Hz Display with Punch Hole,50 MP Quad Rear,16 MP Front Camera,5000 mAh,80W Fast Charging,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC, IR Blaster",Yes
"₹46,999",89.0,Snapdragon 8 Gen1,Octa Core,3 GHz Processor,12 GB RAM,256 GB inbuilt,Yes,Bluetooth,6.7 inches,1440 x 3216 px,120 Hz Display with Punch Hole,50 MP + 50 MP + 2 MP Triple Rear,32 MP Front Camera,5000 mAh,65W Fast Charging,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC",Yes
"₹8,499",66.0,Helio P35,Octa Core,2.3 GHz Processor,3 GB RAM,32 GB inbuilt,Yes,Android v12,6.51 inches,720 x 1600 px Display with Water Drop Notch,Not specified,13 MP + 2 MP Dual Rear,8 MP Front Camera,5000 mAh,Not specified,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi",No
"₹16,999",76.0,Snapdragon  680,Octa Core,2.4 GHz Processor,6 GB RAM,128 GB inbuilt,Yes,No FM Radio,6.7 inches,1080 x 2388 px,90 Hz Display with Punch Hole,64 MP Quad Rear,16 MP Front Camera,4000 mAh,22.5W Fast Charging,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi",No
"₹11,499",69.0,Unisoc  T606,Octa Core,1.6 GHz Processor,4 GB RAM,64 GB inbuilt,Yes,Android v11,6.5 inches,720 x 1560 px Display with Water Drop Notch,Not specified,48 MP + 2 MP Dual Rear,5 MP Front Camera,5000 mAh,15W Fast Charging,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi",No
"₹88,999",88.0,Snapdragon  8 Gen1,Octa Core,3 GHz Processor,8 GB RAM,256 GB inbuilt,Yes,Bluetooth,6.6 inches,1080 x 2340 px,120 Hz Display with Punch Hole,50 MP + 12 MP + 10 MP Triple Rear,10 MP Front Camera,4500 mAh,45W Fast Charging,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC",Yes
"₹15,990",81.0,Snapdragon 680,Octa Core,2.4 GHz Processor,8 GB RAM,128 GB inbuilt,Yes,Android v12,6.58 inches,1080 x 2408 px,90 Hz Display with Water Drop Notch,50 MP + 2 MP + 2 MP Triple Rear,16 MP Front Camera,5000 mAh,18W Fast Charging,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi",No
"₹24,990",83.0,Dimensity  920 5G,Octa Core,2.5 GHz Processor,8 GB RAM,128 GB inbuilt,Yes,Android v11,6.67 inches,2400 x 1080 px,120 Hz Display with Punch Hole,108 MP + 8 MP + 2 MP Triple Rear,16 MP Front Camera,5160 mAh,67W Fast Charging,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, IR Blaster",No
"₹79,990",Not specified,Snapdragon 8 Gen1,Octa Core,3 GHz Processor,8 GB RAM,256 GB inbuilt,Yes,No FM Radio,6.7 inches,1440 x 3216 px,120 Hz Display with Punch Hole,50 MP + 50 MP + 13 MP Triple Rear,32 MP Front Camera,5000 mAh,80W Fast Charging,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC",Yes
"₹6,249",61.0,Octa Core,,2.2 GHz Processor,2 GB RAM,32 GB inbuilt,Yes,Android v11,6.51 inches,720 x 1600 px Display with Water Drop Notch,Not specified,13 MP + 2 MP Dual Rear,8 MP Front Camera,5000 mAh,Not specified,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi",No
"₹12,499",69.0,Snapdragon  680,Octa Core,2.4 GHz Processor,3 GB RAM,64 GB inbuilt,Yes,Android v12,6.51 inches,720 x 1600 px Display with Water Drop Notch,Not specified,13 MP + 2 MP Dual Rear,8 MP Front Camera,5000 mAh,18W Fast Charging,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi",No
"₹6,499",61.0,Helio G25,Octa Core,2 GHz Processor,2 GB RAM,32 GB inbuilt,Yes,Android v11,6.53 inches,720 x 1600 px Display with Water Drop Notch,Not specified,13 MP Rear,5 MP Front Camera,5000 mAh,Not specified,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi",No
"₹1,79,900",86.0,Bionic A15,Hexa Core,3.22 GHz Processor,6 GB RAM,1 TB inbuilt,No,iOS v15,6.7 inches,1284 x 2778 px,120 Hz Display with Small Notch,12 MP + 12 MP + 12 MP Triple Rear,12 MP Front Camera,4352 mAh,Fast Charging,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC",Yes
"₹11,990",68.0,Snapdragon  439,Octa Core,2 GHz Processor,3 GB RAM,64 GB inbuilt,Yes,Android v11,6.51 inches,720 x 1600 px Display with Water Drop Notch,Not specified,13 MP + 2 MP + 2 MP Triple Rear,8 MP Front Camera,5000 mAh,Not specified,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi",No
"₹26,990",82.0,Helio G96,Octa Core,2.05 GHz Processor,8 GB RAM,128 GB inbuilt,No,Android v11,6.44 inches,1080 x 2400 px Display with Water Drop Notch,Not specified,64 MP + 8 MP + 2 MP Triple Rear,50 MP Front Camera,4050 mAh,44W Fast Charging,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi",No
"₹13,499",76.0,Helio G80,Octa Core,2 GHz Processor,6 GB RAM,128 GB inbuilt,Yes,Android v11,6.4 inches,720 x 1600 px,90 Hz Display with Water Drop Notch,48 MP Quad Rear,13 MP Front Camera,6000 mAh,Not specified,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi",No
"₹75,999",Not specified,Snapdragon 8+ Gen1,Octa Core,3.2 GHz Processor,12 GB RAM,256 GB inbuilt,Yes,No FM Radio,6.73 inches,1440 x 3200 px,120 Hz Display with Punch Hole,50 MP + 50 MP + 50 MP Triple Rear,20 MP Front Camera,4800 mAh,67W Fast Charging,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC, IR Blaster",Yes
"₹5,999",60.0,Tiger T610,Octa Core,1.8 GHz Processor,3 GB RAM,32 GB inbuilt,Yes,Android v11,6.52 inches,720 x 1600 px Display with Water Drop Notch,Not specified,8 MP Rear,5 MP Front Camera,5000 mAh,Not specified,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi",No
"₹8,499",67.0,Helio P35,Octa Core,2.3 GHz Processor,3 GB RAM,32 GB inbuilt,Yes,Android v11,6.5 inches,720 x 1600 px Display with Water Drop Notch,Not specified,13 MP + 2 MP + 2 MP Triple Rear,5 MP Front Camera,5000 mAh,15W Fast Charging,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi",No
"₹11,990",71.0,Helio P35,Octa Core,2.3 GHz Processor,4 GB RAM,128 GB inbuilt,Yes,Android v10,6.51 inches,1600 x 720 px Display with Punch Hole,Not specified,13 MP + 2 MP + 2 MP Triple Rear,16 MP Front Camera,5000 mAh,Fast Charging,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi",No
"₹10,990",77.0,Dimensity 700 5G,Octa Core,2.2 GHz Processor,4 GB RAM,128 GB inbuilt,Yes,Android v10,6.43 inches,1080 x 2340 px,90 Hz Display with Punch Hole,48 MP Quad Rear,13 MP Front Camera,5000 mAh,18W Fast Charging,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, IR Blaster",No
"₹1,09,990",Not specified,Snapdragon  888,Octa Core,2.84 GHz Processor,12 GB RAM,256 GB inbuilt,Yes,Android v10,8.01 inches,1860 x 2480 px,90 Hz Display,"Foldable Display, Dual Display",Not specified,5020 mAh,67W Fast Charging,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC, IR Blaster",Yes
"₹16,999",80.0,Dimensity 700 5G,Octa Core,2.2 GHz Processor,6 GB RAM,128 GB inbuilt,Yes,Android v11,6.5 inches,1080 x 2400 px,90 Hz Display with Punch Hole,48 MP + 2 MP + 2 MP Triple Rear,16 MP Front Camera,5000 mAh,18W Fast Charging,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC",Yes
"₹12,199",70.0,Helio P35,Octa Core,2.3 GHz Processor,4 GB RAM,64 GB inbuilt,Yes,Android v10,6.51 inches,1600 x 720 px Display with Punch Hole,Not specified,13 MP + 2 MP + 2 MP Triple Rear,16 MP Front Camera,5000 mAh,Fast Charging,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi",No
"₹11,490",72.0,Helio P35,Octa Core,2.3 GHz Processor,4 GB RAM,128 GB inbuilt,Yes,Android v10,6.52 inches,720 x 1600 px Display with Water Drop Notch,Not specified,13 MP + 2 MP + 2 MP Triple Rear,8 MP Front Camera,4230 mAh,Not specified,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi",No
"₹5,490",Not specified,Quad Core,,1.3 GHz Processor,1 GB RAM,16 GB inbuilt,Yes,Android v9.0 (Pie),6 inches,720 x 1600 px Display,Not specified,8 MP Dual Rear,5 MP Front Camera,4000 mAh,Not specified,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi",No
"₹11,499",74.0,Snapdragon  662,Octa Core,2 GHz Processor,4 GB RAM,64 GB inbuilt,Yes,Android v10,6.53 inches,1080 x 2340 px Display with Water Drop Notch,Not specified,48 MP Quad Rear,8 MP Front Camera,6000 mAh,18W Fast Charging,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi, IR Blaster",No
"₹59,450",88.0,Exynos 2100,Octa Core,2.9 GHz Processor,8 GB RAM,128 GB inbuilt,Yes,No FM Radio,6.7 inches,1080 x 2400 px,120 Hz Display with Punch Hole,64 MP + 12 MP + 12 MP Triple Rear,10 MP Front Camera,4800 mAh,25W Fast Charging,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC",Yes
"₹12,799",76.0,Snapdragon 720G,Octa Core,2.3 GHz Processor,4 GB RAM,64 GB inbuilt,Yes,Android v10.0,6.67 inches,1080 x 2400 px Display with Punch Hole,Not specified,48 MP Quad Rear,16 MP Front Camera,5000 mAh,33W Fast Charging,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi, IR Blaster",No
"₹83,000",88.0,Exynos 990,Octa Core,2.73 GHz Processor,8 GB RAM,128 GB inbuilt,Yes,Android v10,6.7 inches,1440 x 3200 px,120 Hz Display with Punch Hole,64 MP Quad Rear,10 MP Front Camera,4500 mAh,25W Fast Charging,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi, NFC",Yes
"₹14,490",80.0,Snapdragon 720G,Octa Core,2.3 GHz Processor,6 GB RAM,64 GB inbuilt,Yes,Android v10,6.6 inches,1080 x 2400 px,90 Hz Display with Dual Punch Hole,64 MP Quad Rear,16 MP + 8 MP Dual Front Camera,4300 mAh,30W Fast Charging,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi",No
"₹82,990",Not specified,Kirin 990,Octa Core,2.86 GHz Processor,8 GB RAM,256 GB inbuilt,Yes,Android v10.0,6.58 inches,1200 x 2640 px,90 Hz Display with Dual Punch Hole,50 MP Quad Rear,32 MP Dual Front Camera,4200 mAh,40W Fast Charging,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC",Yes
"₹9,490",64.0,Snapdragon 439,Octa Core,2 GHz Processor,3 GB RAM,32 GB inbuilt,Yes,Android v9.0 (Pie),6.35 inches,720 x 1544 px Display with Water Drop Notch,Not specified,13 MP + 2 MP Dual Rear,8 MP Front Camera,5000 mAh,Not specified,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi",No
"₹25,000",78.0,Snapdragon 675,Octa Core,2 GHz Processor,8 GB RAM,128 GB inbuilt,Yes,Android v9.0 (Pie),6.39 inches,1080 x 2316 px Display,Not specified,48 MP + 8 MP + 5 MP Triple Rear,32 MP Front Camera,3700 mAh,Fast Charging,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi",No
"₹15,000",65.0,Snapdragon 439,Octa Core,1.95 GHz Processor,4 GB RAM,64 GB inbuilt,Yes,Android v8.1 (Oreo),6.22 inches,1520 x 720 px Display with Water Drop Notch,Not specified,13 MP + 2 MP Dual Rear,20 MP Front Camera,4030 mAh,Not specified,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi",No
"₹20,990",70.0,Helio P60,Octa Core,2 GHz Processor,4 GB RAM,128 GB inbuilt,Yes,Android v8.1 (Oreo),6.3 inches,1080 x 2280 px Display,Not specified,16 MP + 5 MP Dual Rear,25 MP Front Camera,3315 mAh,Not specified,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi",No
"₹34,999",78.0,Exynos 9810,Octa Core,2.8 GHz Processor,6 GB RAM,128 GB inbuilt,Yes,Android v8.0 (Oreo),6.2 inches,1440 x 2960 px Display,Not specified,12 MP + 12 MP Dual Rear,8 MP Front Camera,3500 mAh,Fast Charging,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi, NFC",Yes
"₹29,999",80.0,Snapdragon 8 Gen1,Octa Core,3 GHz Processor,8 GB RAM,128 GB inbuilt,Yes,No FM Radio,6.73 inches,1080 x 2400 px,144 Hz Display with Punch Hole,50 MP + 8 MP + 2 MP Triple Rear,16 MP Front Camera,5000 mAh,120W Fast Charging,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, 5G, VoLTE, Vo5G, Wi-Fi",No
"₹11,999",67.0,Dimensity 700,Octa Core,2 GHz Processor,4 GB RAM,128 GB inbuilt,No,Android v13,6.51 inches,720 x 1600 px Display with Water Drop Notch,Not specified,13 MP + 2 MP Dual Rear,5 MP Front Camera,6000 mAh,15W Fast Charging,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi",No
"₹12,999",72.0,Helio P35,Octa Core,2.3 GHz Processor,4 GB RAM,128 GB inbuilt,Yes,Android v12,6.5 inches,720 x 1600 px Display with Water Drop Notch,Not specified,50 MP + 2 MP Dual Rear,5 MP Front Camera,5000 mAh,Fast Charging,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi",No
"₹1,24,990",89.0,Snapdragon  8 Gen1,Octa Core,3 GHz Processor,12 GB RAM,256 GB inbuilt,Yes,Android v12,6.6 inches,1260 x 2730 px,240 Hz Display with Punch Hole,47.2 MP + 1.9 MP Dual Rear,12.6 MP Front Camera,5000 mAh,Fast Charging,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC",Yes
"₹28,999",85.0,Dimensity  8200,Octa Core,3.1 GHz Processor,8 GB RAM,128 GB inbuilt,Yes,Bluetooth,6.67 inches,1080 x 2460 px,120 Hz Display with Punch Hole,50 MP + 13 MP + 2 MP Triple Rear,32 MP Front Camera,5080 mAh,120W Fast Charging,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, 5G, VoLTE, Vo5G, Wi-Fi, IR Blaster",No
"₹12,999",77.0,Helio G96,Octa Core,2.05 GHz Processor,8 GB RAM,128 GB inbuilt,Yes,Android v12,6.78 inches,1080 x 2460 px Display with Water Drop Notch,Not specified,50 MP + Depth Sensor Dual Rear,8 MP Front Camera,5000 mAh,18W Fast Charging,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi",No
"₹28,499",82.0,Snapdragon 870,Octa Core,3.2 GHz Processor,8 GB RAM,256 GB inbuilt,Yes,No FM Radio,6.62 inches,1080 x 2400 px,120 Hz Display with Punch Hole,64 MP + 8 MP + 2 MP Triple Rear,16 MP Front Camera,5000 mAh,80W Fast Charging,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi",No
"₹1,04,999",83.0,Bionic A15,Hexa Core,3.22 GHz Processor,6 GB RAM,512 GB inbuilt,No,iOS v16,6.7 inches,1284 x 2778 px Display with Small Notch,Not specified,12 MP + 12 MP Dual Rear,12 MP Front Camera,4325 mAh,Fast Charging,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC",Yes
"₹1,72,999",77.0,Bionic  A16,Hexa Core Processor,,6 GB RAM,1 TB inbuilt,No,iOS v16,6.1 inches,1179 x 2556 px,120 Hz Display,48 MP + 12 MP + 12 MP Triple Rear,12 MP Front Camera,3200 mAh,Fast Charging,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC",Yes
"₹17,990",79.0,Snapdragon 4 Gen 1,Octa Core,2 GHz Processor,6 GB RAM,128 GB inbuilt,Yes,Android v13,6.73 inches,1080 x 2408 px,120 Hz Display with Punch Hole,64 MP + 2 MP Dual Rear,16 MP Front Camera,5100 mAh,18W Fast Charging,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, IR Blaster",No
"₹13,774",76.0,Helio G99,Octa Core,2.2 GHz Processor,6 GB RAM,128 GB inbuilt,Yes,Android v12,6.58 inches,1080 x 2400 px,90 Hz Display with Water Drop Notch,50 MP + 2 MP + 2 MP Triple Rear,8 MP Front Camera,5000 mAh,18W Fast Charging,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi, IR Blaster",No
"₹2,239",Not specified,No 3G,Not specified,Not specified,T117,Not specified,Yes,"Memory Card Supported, upto 64 GB",1200 mAh Battery,Not specified,Not specified,"2.4 inches, 240 x 320 px Display",Not specified,"48 MB RAM, 128 MB inbuilt",Not specified,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi",No
"₹8,999",64.0,Unisoc  SC9863A,Octa Core,1.6 GHz Processor,4 GB RAM,64 GB inbuilt,Yes,Android v11,6.52 inches,720 x 1600 px Display with Water Drop Notch,Not specified,13 MP + 2 MP Dual Rear,5 MP Front Camera,5050 mAh,Not specified,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi",No
"₹18,990",75.0,Dimensity 810 5G,Octa Core,2.4 GHz Processor,4 GB RAM,64 GB inbuilt,Yes,Android v12,6.56 inches,720 x 1612 px,90 Hz Display with Water Drop Notch,48 MP + 2 MP Dual Rear,16 MP Front Camera,5000 mAh,33W Fast Charging,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC",Yes
"₹14,999",77.0,Helio  G85,Octa Core,2 GHz Processor,6 GB RAM,128 GB inbuilt,Yes,Bluetooth,6.8 inches,1080 x 2400 px,90 Hz Display with Punch Hole,48 MP + 2 MP Triple Rear,32 MP Front Camera,5000 mAh,18W Fast Charging,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi, NFC",Yes
"₹7,999",61.0,Tiger T612,Octa Core,1.82 GHz Processor,3 GB RAM,32 GB inbuilt,Yes,Android v11,6.5 inches,720 x 1600 px Display with Water Drop Notch,Not specified,8 MP Rear,5 MP Front Camera,5000 mAh,10W Fast Charging,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi",No
"₹39,999",85.0,Snapdragon 8+ Gen1,Octa Core,3.2 GHz Processor,8 GB RAM,128 GB inbuilt,Yes,No FM Radio,6.67 inches,1220 x 2712 px,144 Hz Display with Punch Hole,108 MP + 8 MP + 2 MP Triple Rear,20 MP Front Camera,5000 mAh,120W Fast Charging,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC, IR Blaster",Yes
"₹11,990",67.0,Helio G35,Octa Core,2.3 GHz Processor,3 GB RAM,64 GB inbuilt,Yes,Android v12,6.56 inches,720 x 1612 px Display with Water Drop Notch,Not specified,13 MP + 2 MP Dual Rear,8 MP Front Camera,5000 mAh,33W Fast Charging,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi",No
"₹12,999",77.0,Helio G88,Octa Core,2 GHz Processor,6 GB RAM,128 GB inbuilt,Yes,Android v11,6.7 inches,2400 x 1080 px Display with Punch Hole,Not specified,50 MP + 2 MP Triple Rear,16 MP Front Camera,5000 mAh,33W Fast Charging,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi",No
"₹54,999",77.0,Octa Core Processor,Not specified,Not specified,8 GB RAM,128 GB inbuilt,No,Android v12,6.5 inches,1080 x 2400 px Display with Punch Hole,Not specified,64 MP Quad Rear,32 MP Front Camera,4500 mAh,Fast Charging,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, 5G, VoLTE, Vo5G, Wi-Fi, NFC",Yes
"₹24,990",72.0,Octa Core Processor,Not specified,Not specified,6 GB RAM,128 GB inbuilt,Yes,Android v12,6.7 inches,1080 x 2400 px Display with Punch Hole,Not specified,64 MP + 8 MP + 5 MP Triple Rear,32 MP Front Camera,6000 mAh,Fast Charging,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi",No
