price,rating,processor,cpu cores,processor speed,gpu,ram,ram type,storage,storage type,memory card support,os,ui,display size,display type,display resolution,refresh rate,touch sampling rate,hdr support,rear camera,rear camera sensor,rear camera features,front camera,video recording,battery,charging speed,charging type,wireless charging,reverse charging,charging port,sim slots,network support,wifi,bluetooth,nfc,gps,fingerprint sensor,face unlock,stereo speakers,dolby atmos,3.5mm jack,build material,weight,ip rating,haptics,notification led,cooling system,bloatware
"₹24,999",84.0,Snapdragon 778G,Octa Core,2.4 GHz Processor,Not specified,8 GB RAM,Not specified,128 GB inbuilt,Not specified,Yes,Android v12,Not specified,6.44 inches,Not specified,1080 x 2404 px,90 Hz Display with Water Drop Notch,Not specified,Not specified,64 MP + 8 MP + 2 MP Triple Rear,Not specified,Not specified,16 MP Front Camera,Not specified,4700 mAh,66W Fast Charging,Not specified,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi",Not specified,Not specified,No,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified
"₹53,100",86.0,Google Tensor G2,Octa Core,2.85 GHz Processor,Not specified,8 GB RAM,Not specified,128 GB inbuilt,Not specified,Yes,No FM Radio,Not specified,6.3 inches,Not specified,1080 x 2400 px,90 Hz Display with Punch Hole,Not specified,Not specified,50 MP + 12 MP Dual Rear,Not specified,Not specified,10.8 MP Front Camera,Not specified,4355 mAh,30W Fast Charging,Not specified,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC",Not specified,Not specified,Yes,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified
"₹16,999",81.0,Dimensity  810 5G,Octa Core,2.4 GHz Processor,Not specified,6 GB RAM,Not specified,128 GB inbuilt,Not specified,Yes,Android v11,Not specified,6.6 inches,Not specified,1080 x 2400 px,90 Hz Display with Punch Hole,Not specified,Not specified,50 MP + 8 MP Dual Rear,Not specified,Not specified,16 MP Front Camera,Not specified,5000 mAh,33W Fast Charging,Not specified,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, IR Blaster",Not specified,Not specified,No,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified
"₹21,899",82.0,Snapdragon  680,Octa Core,2.4 GHz Processor,Not specified,8 GB RAM,Not specified,128 GB inbuilt,Not specified,Yes,Android v12,Not specified,6.43 inches,Not specified,1080 x 2400 px,90 Hz Display with Punch Hole,Not specified,Not specified,64 MP + 2 MP + 2 MP Triple Rear,Not specified,Not specified,32 MP Front Camera,Not specified,4500 mAh,33W Fast Charging,Not specified,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi",Not specified,Not specified,No,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified
"₹75,999",82.0,Bionic A15,Hexa Core,3.22 GHz Processor,Not specified,6 GB RAM,Not specified,256 GB inbuilt,Not specified,No,iOS v16,Not specified,6.1 inches,Not specified,1170 x 2532 px Display with Small Notch,Not specified,Not specified,Not specified,12 MP + 12 MP Dual Rear,Not specified,Not specified,12 MP Front Camera,Not specified,3279 mAh,Fast Charging,Not specified,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC",Not specified,Not specified,Yes,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified
"₹25,999",85.0,Dimensity 930,Octa Core,2.2 GHz Processor,Not specified,8 GB RAM,Not specified,256 GB inbuilt,Not specified,Yes,Android v13,Not specified,6.5 inches,Not specified,1080 x 2400 px,120 Hz Display with Punch Hole,Not specified,Not specified,50 MP + 8 MP Dual Rear,Not specified,Not specified,16 MP Front Camera,Not specified,5000 mAh,30W Fast Charging,Not specified,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC",Not specified,Not specified,Yes,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified
"₹46,990",84.0,Snapdragon 8 Gen2,Octa Core,3.2 GHz Processor,Not specified,8 GB RAM,Not specified,128 GB inbuilt,Not specified,Yes,No FM Radio,Not specified,6.8 inches,Not specified,1116 x 2480 px,120 Hz Display,Not specified,Not specified,50 MP + 8 MP + 2 MP Triple Rear,Not specified,Not specified,16 MP Front Camera,Not specified,6000 mAh,80W Fast Charging,Not specified,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC",Not specified,Not specified,Yes,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified
"₹9,999",75.0,Helio  G85,Octa Core,2 GHz Processor,Not specified,4 GB RAM,Not specified,64 GB inbuilt,Not specified,Yes,Android v11,Not specified,6.47 inches,Not specified,1080 x 2400 px Display with Punch Hole,Not specified,Not specified,Not specified,50 MP + 8 MP + 2 MP Triple Rear,Not specified,Not specified,13 MP Front Camera,Not specified,5000 mAh,20W Fast Charging,Not specified,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi",Not specified,Not specified,No,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified
"₹49,999",89.0,Dimensity 9000,Octa Core,3.05 GHz Processor,Not specified,12 GB RAM,Not specified,256 GB inbuilt,Not specified,Yes,Bluetooth,Not specified,6.8 inches,Not specified,1080 x 2400 px,120 Hz Display with Punch Hole,Not specified,Not specified,50 MP + 50 MP + 13 MP Triple Rear,Not specified,Not specified,32 MP Front Camera,Not specified,5160 mAh,45W Fast Charging,Not specified,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC",Not specified,Not specified,Yes,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified
"₹17,999",87.0,Helio G99,Octa Core,2.2 GHz Processor,Not specified,8 GB RAM,Not specified,128 GB inbuilt,Not specified,Yes,Android v12,Not specified,6.7 inches,Not specified,1080 x 2400 px,90 Hz Display with Water Drop Notch,Not specified,Not specified,108 MP + 13 MP + 2 MP Triple Rear,Not specified,Not specified,60 MP Front Camera,Not specified,4500 mAh,45W Fast Charging,Not specified,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi, NFC",Not specified,Not specified,Yes,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified
"₹16,940",80.0,Snapdragon  695,Octa Core,2.2 GHz Processor,Not specified,6 GB RAM,Not specified,128 GB inbuilt,Not specified,Yes,Android v12,Not specified,6.58 inches,Not specified,1080 x 2408 px,120 Hz Display with Water Drop Notch,Not specified,Not specified,50 MP + 2 MP + 2 MP Triple Rear,Not specified,Not specified,16 MP Front Camera,Not specified,5000 mAh,18W Fast Charging,Not specified,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi",Not specified,Not specified,No,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified
"₹17,990",81.0,Snapdragon 695,Octa Core,2.2 GHz Processor,Not specified,6 GB RAM,Not specified,64 GB inbuilt,Not specified,Yes,Android v11,Not specified,6.67 inches,Not specified,1080 x 2400 px,120 Hz Display with Punch Hole,Not specified,Not specified,108 MP + 8 MP + 2 MP Triple Rear,Not specified,Not specified,16 MP Front Camera,Not specified,5000 mAh,67W Fast Charging,Not specified,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, IR Blaster",Not specified,Not specified,No,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified
"₹20,990",84.0,Snapdragon 695,Octa Core,2.2 GHz Processor,Not specified,8 GB RAM,Not specified,128 GB inbuilt,Not specified,Yes,Android v13,Not specified,6.7 inches,Not specified,1080 x 2412 px,120 Hz Display with Punch Hole,Not specified,Not specified,108 MP + 2 MP Dual Rear,Not specified,Not specified,16 MP Front Camera,Not specified,4800 mAh,67W Fast Charging,Not specified,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC",Not specified,Not specified,Yes,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified
"₹51,999",79.0,Exynos  2300,Octa Core Processor,,Not specified,8 GB RAM,Not specified,128 GB inbuilt,Not specified,No,Android v12,Not specified,6.4 inches,Not specified,1080 x 2400 px,120 Hz Display with Punch Hole,Not specified,Not specified,12 MP + 12 MP + 8 MP Triple Rear,Not specified,Not specified,32 MP Front Camera,Not specified,4200 mAh,33W Fast Charging,Not specified,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC",Not specified,Not specified,Yes,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified
"₹64,449",87.0,Snapdragon  8 Gen1,Octa Core,3 GHz Processor,Not specified,8 GB RAM,Not specified,128 GB inbuilt,Not specified,Yes,Bluetooth,Not specified,6.6 inches,Not specified,1080 x 2340 px,120 Hz Display with Punch Hole,Not specified,Not specified,50 MP + 12 MP + 10 MP Triple Rear,Not specified,Not specified,10 MP Front Camera,Not specified,4500 mAh,45W Fast Charging,Not specified,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC",Not specified,Not specified,Yes,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified
"₹8,990",71.0,Snapdragon  480,Octa Core,2 GHz Processor,Not specified,6 GB RAM,Not specified,64 GB inbuilt,Not specified,Yes,No FM Radio,Not specified,6.58 inches,Not specified,1080 x 2408 px,90 Hz Display with Water Drop Notch,Not specified,Not specified,13 MP + 2 MP Dual Rear,Not specified,Not specified,8 MP Front Camera,Not specified,5000 mAh,18W Fast Charging,Not specified,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi",Not specified,Not specified,No,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified
"₹19,999",77.0,Helio  G85,Octa Core,2 GHz Processor,Not specified,4 GB RAM,Not specified,128 GB inbuilt,Not specified,Yes,Android v13,Not specified,6.5 inches,Not specified,720 x 1600 px,90 Hz Display with Punch Hole,Not specified,Not specified,50 MP + 5 MP + 2 MP Triple Rear,Not specified,Not specified,16 MP Front Camera,Not specified,5000 mAh,30W Fast Charging,Not specified,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi, NFC",Not specified,Not specified,Yes,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified
"₹13,499",79.0,Dimensity 700 5G,Octa Core,2.2 GHz Processor,Not specified,6 GB RAM,Not specified,128 GB inbuilt,Not specified,Yes,Android v12,Not specified,6.58 inches,Not specified,1080 x 2400 px,90 Hz Display with Water Drop Notch,Not specified,Not specified,50 MP + 2 MP Dual Rear,Not specified,Not specified,8 MP Front Camera,Not specified,5000 mAh,18W Fast Charging,Not specified,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, IR Blaster",Not specified,Not specified,No,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified
"₹15,499",78.0,Dimensity 900,Octa Core,2.4 GHz Processor,Not specified,8 GB RAM,Not specified,128 GB inbuilt,Not specified,Yes,Android v11,Not specified,6.9 inches,Not specified,1080 x 2460 px,120 Hz Display with Punch Hole,Not specified,Not specified,50 MP + 2 MP Triple Rear,Not specified,Not specified,16 MP Front Camera,Not specified,6000 mAh,18W Fast Charging,Not specified,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi",Not specified,Not specified,No,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified
"₹6,499",65.0,Helio G35,Octa Core,2.3 GHz Processor,Not specified,3 GB RAM,Not specified,32 GB inbuilt,Not specified,Yes,Android v10,Not specified,6.53 inches,Not specified,720 x 1600 px Display with Water Drop Notch,Not specified,Not specified,Not specified,13 MP + 2 MP + 2 MP Triple Rear,Not specified,Not specified,5 MP Front Camera,Not specified,5000 mAh,Not specified,Not specified,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi",Not specified,Not specified,No,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified
"₹71,999",60.0,Apple  A13,Not specified,Not specified,Not specified,4 GB RAM,Not specified,64 GB inbuilt,Not specified,No,iOS v12.3,Not specified,6.1 inches,Not specified,828 x 1792 px Display,Not specified,Not specified,Not specified,12 MP + 5 MP Dual Rear,Not specified,Not specified,7 MP Front Camera,Not specified,3060 mAh,Fast Charging,Not specified,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi, NFC",Not specified,Not specified,Yes,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified
"₹36,499",89.0,Exynos 1280,Octa Core,2.4 GHz Processor,Not specified,8 GB RAM,Not specified,256 GB inbuilt,Not specified,Yes,Android v12,Not specified,6.5 inches,Not specified,1080 x 2400 px,120 Hz Display with Punch Hole,Not specified,Not specified,64 MP Quad Rear,Not specified,Not specified,32 MP Front Camera,Not specified,5000 mAh,25W Fast Charging,Not specified,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC",Not specified,Not specified,Yes,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified
"₹15,999",78.0,Dimensity 810 5G,Octa Core,2.4 GHz Processor,Not specified,6 GB RAM,Not specified,64 GB inbuilt,Not specified,Yes,Android v12,Not specified,6.7 inches,Not specified,1080 x 2400 px Display with Water Drop Notch,Not specified,Not specified,Not specified,50 MP + 2 MP Triple Rear,Not specified,Not specified,16 MP Front Camera,Not specified,5000 mAh,33W Fast Charging,Not specified,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi",Not specified,Not specified,No,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified
"₹31,994",87.0,Dimensity  1200 Max,Octa Core,3 GHz Processor,Not specified,12 GB RAM,Not specified,256 GB inbuilt,Not specified,Yes,Android v11,Not specified,6.55 inches,Not specified,1080 x 2400 px,90 Hz Display with Punch Hole,Not specified,Not specified,50 MP + 8 MP + 2 MP Triple Rear,Not specified,Not specified,32 MP Front Camera,Not specified,4500 mAh,65W Fast Charging,Not specified,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC",Not specified,Not specified,Yes,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified
"₹34,999",84.0,Snapdragon 8+ Gen1,Octa Core,3.2 GHz Processor,Not specified,8 GB RAM,Not specified,128 GB inbuilt,Not specified,Yes,No FM Radio,Not specified,6.7 inches,Not specified,1080 x 2412 px,120 Hz Display with Punch Hole,Not specified,Not specified,50 MP + 8 MP + 2 MP Triple Rear,Not specified,Not specified,16 MP Front Camera,Not specified,5000 mAh,100W Fast Charging,Not specified,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC",Not specified,Not specified,Yes,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified
"₹18,999",81.0,Snapdragon 712,Octa Core,2.3 GHz Processor,Not specified,6 GB RAM,Not specified,128 GB inbuilt,Not specified,Yes,Android v11,Not specified,6.67 inches,Not specified,1080 x 2400 px,120 Hz Display with Punch Hole,Not specified,Not specified,108 MP Quad Rear,Not specified,Not specified,16 MP Front Camera,Not specified,5000 mAh,67W Fast Charging,Not specified,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi, IR Blaster",Not specified,Not specified,No,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified
"₹39,990",88.0,Snapdragon 8+ Gen1,Octa Core,3.2 GHz Processor,Not specified,8 GB RAM,Not specified,128 GB inbuilt,Not specified,Yes,No FM Radio,Not specified,6.67 inches,Not specified,1080 x 2400 px,120 Hz Display with Punch Hole,Not specified,Not specified,50 MP + 50 MP + 50 MP Triple Rear,Not specified,Not specified,32 MP Front Camera,Not specified,4700 mAh,66W Fast Charging,Not specified,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC",Not specified,Not specified,Yes,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified
