price,rating,processor,cpu cores,processor speed,gpu,ram,ram type,storage,storage type,memory card support,os,ui,display size,display type,display resolution,refresh rate,touch sampling rate,hdr support,rear camera,rear camera sensor,rear camera features,front camera,video recording,battery,charging speed,charging type,wireless charging,reverse charging,charging port,sim slots,network support,wifi,bluetooth,nfc,gps,fingerprint sensor,face unlock,stereo speakers,dolby atmos,3.5mm jack,build material,weight,ip rating,haptics,notification led,cooling system,bloatware
"₹15,490",80.0,Dimensity 700 5G,Octa Core,2.2 GHz Processor,Not specified,6 GB RAM,Not specified,128 GB inbuilt,Not specified,Yes,Android v11,Not specified,6.6 inches,Not specified,1080 x 2408 px,90 Hz Display with Water Drop Notch,Not specified,Not specified,64 MP + 5 MP + 2 MP Triple Rear,Not specified,Not specified,8 MP Front Camera,Not specified,5000 mAh,15W Fast Charging,Not specified,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi",Not specified,Not specified,No,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified
"₹14,990",78.0,Snapdragon 695,Octa Core,2.2 GHz Processor,Not specified,6 GB RAM,Not specified,128 GB inbuilt,Not specified,Yes,Android v12,Not specified,6.6 inches,Not specified,1080 x 2412 px,120 Hz Display with Punch Hole,Not specified,Not specified,50 MP + 2 MP + 2 MP Triple Rear,Not specified,Not specified,16 MP Front Camera,Not specified,5000 mAh,60W Fast Charging,Not specified,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi",Not specified,Not specified,No,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified
"₹15,999",75.0,Dimensity 700 5G,Octa Core,2.2 GHz Processor,Not specified,4 GB RAM,Not specified,64 GB inbuilt,Not specified,Yes,Android v11,Not specified,6.5 inches,Not specified,1080 x 2400 px,90 Hz Display with Punch Hole,Not specified,Not specified,48 MP + 2 MP + 2 MP Triple Rear,Not specified,Not specified,8 MP Front Camera,Not specified,5000 mAh,18W Fast Charging,Not specified,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, IR Blaster",Not specified,Not specified,No,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified
"₹36,000",82.0,Snapdragon 765G,Octa Core,2.4 GHz Processor,Not specified,8 GB RAM,Not specified,128 GB inbuilt,Not specified,Yes,Bluetooth,Not specified,6 inches,Not specified,1080 x 2340 px,90 Hz Display with Punch Hole,Not specified,Not specified,16 MP + 12.2 MP Dual Rear,Not specified,Not specified,8 MP Front Camera,Not specified,4080 mAh,18W Fast Charging,Not specified,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC",Not specified,Not specified,Yes,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified
"₹69,999",Not specified,Snapdragon  8 Gen2,Octa Core,3.2 GHz Processor,Not specified,12 GB RAM,Not specified,256 GB inbuilt,Not specified,Yes,No FM Radio,Not specified,6.73 inches,Not specified,1440 x 3412 px,144 Hz Display with Punch Hole,Not specified,Not specified,108 MP + 50 MP + 48 MP Triple Rear,Not specified,Not specified,32 MP Front Camera,Not specified,4800 mAh,150W Fast Charging,Not specified,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, 5G, VoLTE, Vo5G, Wi-Fi, NFC",Not specified,Not specified,Yes,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified
"₹26,990",86.0,Dimensity 1080,Octa Core,2.6 GHz Processor,Not specified,8 GB RAM,Not specified,256 GB inbuilt,Not specified,No,Android v12,Not specified,6.67 inches,Not specified,1080 x 2400 px,120 Hz Display with Punch Hole,Not specified,Not specified,200 MP + 8 MP + 2 MP Triple Rear,Not specified,Not specified,16 MP Front Camera,Not specified,4300 mAh,210W Fast Charging,Not specified,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC, IR Blaster",Not specified,Not specified,Yes,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified
"₹10,630",71.0,Exynos  850,Octa Core,2 GHz Processor,Not specified,4 GB RAM,Not specified,64 GB inbuilt,Not specified,Yes,Android v12,Not specified,6.6 inches,Not specified,1080 x 2400 px Display with Water Drop Notch,Not specified,Not specified,Not specified,50 MP + 5 MP + 2 MP Triple Rear,Not specified,Not specified,8 MP Front Camera,Not specified,6000 mAh,15W Fast Charging,Not specified,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi",Not specified,Not specified,No,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified
"₹42,990",85.0,Dimensity 8100-Max,Octa Core,2.85 GHz Processor,Not specified,8 GB RAM,Not specified,256 GB inbuilt,Not specified,Yes,No FM Radio,Not specified,6.7 inches,Not specified,1080 x 2412 px,120 Hz Display with Punch Hole,Not specified,Not specified,50 MP + 8 MP + 2 MP Triple Rear,Not specified,Not specified,32 MP Front Camera,Not specified,4500 mAh,80W Fast Charging,Not specified,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC",Not specified,Not specified,Yes,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified
"₹24,990",77.0,Dimensity 1300,Octa Core,3 GHz Processor,Not specified,8 GB RAM,Not specified,128 GB inbuilt,Not specified,No,Android v12,Not specified,6.58 inches,Not specified,1080 x 2400 px,90 Hz Display with Punch Hole,Not specified,Not specified,50 MP + 8 MP + 2 MP Triple Rear,Not specified,Not specified,16 MP Front Camera,Not specified,4500 mAh,Fast Charging,Not specified,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi",Not specified,Not specified,No,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified
"₹14,489",77.0,Snapdragon  680,Octa Core,2.4 GHz Processor,Not specified,4 GB RAM,Not specified,128 GB inbuilt,Not specified,Yes,Android v12,Not specified,6.44 inches,Not specified,1080 x 2400 px,120 Hz Display with Water Drop Notch,Not specified,Not specified,50 MP + 2 MP + 2 MP Triple Rear,Not specified,Not specified,16 MP Front Camera,Not specified,5000 mAh,44W Fast Charging,Not specified,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi",Not specified,Not specified,No,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified
"₹16,490",73.0,Snapdragon  680,Octa Core,2.4 GHz Processor,Not specified,6 GB RAM,Not specified,128 GB inbuilt,Not specified,Yes,Android v11,Not specified,6.56 inches,Not specified,720 x 1612 px,90 Hz Display with Punch Hole,Not specified,Not specified,13 MP + 2 MP Dual Rear,Not specified,Not specified,8 MP Front Camera,Not specified,5000 mAh,33W Fast Charging,Not specified,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi",Not specified,Not specified,No,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified
"₹24,494",82.0,Dimensity  920 5G,Octa Core,2.5 GHz Processor,Not specified,8 GB RAM,Not specified,256 GB inbuilt,Not specified,No,Android v12,Not specified,6.4 inches,Not specified,1080 x 2400 px,90 Hz Display with Punch Hole,Not specified,Not specified,50 MP + 8 MP + 2 MP Triple Rear,Not specified,Not specified,16 MP Front Camera,Not specified,4500 mAh,60W Fast Charging,Not specified,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi",Not specified,Not specified,No,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified
"₹7,999",61.0,Helio P35,Octa Core,2.3 GHz Processor,Not specified,2 GB RAM,Not specified,32 GB inbuilt,Not specified,Yes,Android v11,Not specified,6.51 inches,Not specified,720 x 1600 px Display with Water Drop Notch,Not specified,Not specified,Not specified,8 MP Rear,Not specified,Not specified,5 MP Front Camera,Not specified,5000 mAh,Not specified,Not specified,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi",Not specified,Not specified,No,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified
"₹23,990",85.0,Snapdragon 888+,Octa Core,2.9 GHz Processor,Not specified,6 GB RAM,Not specified,128 GB inbuilt,Not specified,Yes,No FM Radio,Not specified,6.8 inches,Not specified,1080 x 2460 px,144 Hz Display with Punch Hole,Not specified,Not specified,108 MP + 13 MP + 2 MP Triple Rear,Not specified,Not specified,16 MP Front Camera,Not specified,5000 mAh,33W Fast Charging,Not specified,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi",Not specified,Not specified,No,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified
"₹49,959",89.0,Snapdragon 8 Gen1,Octa Core,3 GHz Processor,Not specified,8 GB RAM,Not specified,128 GB inbuilt,Not specified,Yes,Bluetooth,Not specified,6.7 inches,Not specified,1440 x 3216 px,120 Hz Display with Punch Hole,Not specified,Not specified,50 MP + 50 MP + 2 MP Triple Rear,Not specified,Not specified,32 MP Front Camera,Not specified,5000 mAh,65W Fast Charging,Not specified,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC",Not specified,Not specified,Yes,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified
"₹1,29,900",83.0,Bionic A15,Hexa Core,3.22 GHz Processor,Not specified,6 GB RAM,Not specified,256 GB inbuilt,Not specified,No,iOS v15.0,Not specified,6.1 inches,Not specified,1170 x 2532 px,120 Hz Display with Large Notch,Not specified,Not specified,12 MP + 12 MP + 12 MP Triple Rear,Not specified,Not specified,12 MP Front Camera,Not specified,3095 mAh,Fast Charging,Not specified,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC",Not specified,Not specified,Yes,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified
"₹19,990",80.0,Helio G95,Octa Core,2.05 GHz Processor,Not specified,8 GB RAM,Not specified,128 GB inbuilt,Not specified,Yes,Android v11,Not specified,6.44 inches,Not specified,1080 x 2400 px Display with Water Drop Notch,Not specified,Not specified,Not specified,64 MP + 2 MP + 2 MP Triple Rear,Not specified,Not specified,16 MP Front Camera,Not specified,4000 mAh,33W Fast Charging,Not specified,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi",Not specified,Not specified,No,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified
"₹14,990",67.0,Octa Core Processor,Not specified,Not specified,Not specified,4 GB RAM,Not specified,64 GB inbuilt,Not specified,Yes,Android v13,Not specified,6.62 inches,Not specified,2408 x 1080 px Display with Punch Hole,Not specified,Not specified,Not specified,50 MP + 5 MP + 2 MP Triple Rear,Not specified,Not specified,16 MP Front Camera,Not specified,5000 mAh,25W Fast Charging,Not specified,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi, NFC",Not specified,Not specified,Yes,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified
"₹23,269",85.0,Snapdragon  720G,Octa Core,2.3 GHz Processor,Not specified,8 GB RAM,Not specified,128 GB inbuilt,Not specified,Yes,Android v11,Not specified,6.44 inches,Not specified,1080 x 2400 px Display with Water Drop Notch,Not specified,Not specified,Not specified,64 MP + 8 MP + 2 MP Triple Rear,Not specified,Not specified,44 MP Front Camera,Not specified,4000 mAh,33W Fast Charging,Not specified,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi",Not specified,Not specified,No,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified
"₹13,999",75.0,Snapdragon 720G,Octa Core,2.3 GHz Processor,Not specified,4 GB RAM,Not specified,64 GB inbuilt,Not specified,Yes,Android v10.0,Not specified,6.67 inches,Not specified,1080 x 2400 px Display with Punch Hole,Not specified,Not specified,Not specified,48 MP Quad Rear,Not specified,Not specified,16 MP Front Camera,Not specified,5020 mAh,18W Fast Charging,Not specified,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi, IR Blaster",Not specified,Not specified,No,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified
"₹1,949",Not specified,No Wifi,Not specified,Not specified,Not specified,Single Core,Not specified,208 MHz Processor,Not specified,Yes,Not specified,Not specified,2 inches,Not specified,128 x 160 px Display,Not specified,Not specified,Not specified,No Rear Camera,Not specified,Not specified,Not specified,Not specified,800 mAh,Not specified,Not specified,No,No,USB Type-C,Dual SIM,Dual Sim,Not specified,Not specified,No,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified
"₹2,799",Not specified,1 GHz Processor,Not specified,Not specified,Not specified,64 MB RAM,Not specified,128 MB inbuilt,Not specified,Yes,Bluetooth,Not specified,2.4 inches,Not specified,320 x 240 px Display,Not specified,Not specified,Not specified,0.3 MP Rear Camera,Not specified,Not specified,Not specified,Not specified,2500 mAh,Not specified,Not specified,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi",Not specified,Not specified,No,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified
"₹35,389",85.0,Dimensity 8100 Max,Octa Core,2.85 GHz Processor,Not specified,8 GB RAM,Not specified,128 GB inbuilt,Not specified,Yes,Bluetooth,Not specified,6.7 inches,Not specified,1080 x 2412 px,120 Hz Display with Punch Hole,Not specified,Not specified,50 MP + 8 MP + 2 MP Triple Rear,Not specified,Not specified,16 MP Front Camera,Not specified,5000 mAh,80W Fast Charging,Not specified,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC",Not specified,Not specified,Yes,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified
"₹79,700",Not specified,Google  Tensor,Octa Core,2.8 GHz Processor,Not specified,12 GB RAM,Not specified,256 GB inbuilt,Not specified,Yes,No FM Radio,Not specified,6.71 inches,Not specified,1440 x 3120 px,120 Hz Display with Punch Hole,Not specified,Not specified,50 MP + 48 MP + 12 MP Triple Rear,Not specified,Not specified,11.1 MP Front Camera,Not specified,5003 mAh,30W Fast Charging,Not specified,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC",Not specified,Not specified,Yes,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified
"₹9,499",62.0,Unisoc  SC9863A,Octa Core,1.6 GHz Processor,Not specified,3 GB RAM,Not specified,32 GB inbuilt,Not specified,Yes,Android v12,Not specified,6.74 inches,Not specified,720 x 1600 px Display with Water Drop Notch,Not specified,Not specified,Not specified,13 MP + 2 MP + 2 MP Triple Rear,Not specified,Not specified,5 MP Front Camera,Not specified,5050 mAh,10W Fast Charging,Not specified,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi",Not specified,Not specified,No,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified
"₹12,340",76.0,Tiger T616,Octa Core,2 GHz Processor,Not specified,8 GB RAM,Not specified,128 GB inbuilt,Not specified,Yes,Android v12,Not specified,6.6 inches,Not specified,720 x 1612 px,90 Hz Display with Water Drop Notch,Not specified,Not specified,50 MP + Depth Sensor Dual Rear,Not specified,Not specified,8 MP Front Camera,Not specified,5000 mAh,18W Fast Charging,Not specified,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi",Not specified,Not specified,No,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified
"₹10,799",74.0,Helio G99,Octa Core,2.2 GHz Processor,Not specified,4 GB RAM,Not specified,64 GB inbuilt,Not specified,Yes,Android v12,Not specified,6.58 inches,Not specified,1080 x 2400 px,90 Hz Display with Water Drop Notch,Not specified,Not specified,50 MP + 2 MP + 2 MP Triple Rear,Not specified,Not specified,8 MP Front Camera,Not specified,5000 mAh,18W Fast Charging,Not specified,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi, IR Blaster",Not specified,Not specified,No,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified
"₹14,990",73.0,Snapdragon 680,Octa Core,2.4 GHz Processor,Not specified,4 GB RAM,Not specified,128 GB inbuilt,Not specified,Yes,Android v11,Not specified,6.7 inches,Not specified,720 x 1600 px Display with Water Drop Notch,Not specified,Not specified,Not specified,50 MP + 2 MP Dual Rear,Not specified,Not specified,5 MP Front Camera,Not specified,6000 mAh,18W Fast Charging,Not specified,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi",Not specified,Not specified,No,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified
"₹61,990",89.0,Snapdragon 8 Gen1,Octa Core,3 GHz Processor,Not specified,8 GB RAM,Not specified,128 GB inbuilt,Not specified,Yes,No FM Radio,Not specified,6.8 inches,Not specified,1116 x 2480 px,120 Hz Display,Not specified,Not specified,64 MP + 64 MP + 64 MP Triple Rear,Not specified,Not specified,16 MP Front Camera,Not specified,5000 mAh,65W Fast Charging,Not specified,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC",Not specified,Not specified,Yes,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified
"₹51,880",Not specified,Snapdragon 8 Gen1,Octa Core,3 GHz Processor,Not specified,12 GB RAM,Not specified,256 GB inbuilt,Not specified,Yes,No FM Radio,Not specified,6.73 inches,Not specified,1440 x 3200 px,120 Hz Display with Punch Hole,Not specified,Not specified,50 MP + 50 MP + 50 MP Triple Rear,Not specified,Not specified,32 MP Front Camera,Not specified,4600 mAh,120W Fast Charging,Not specified,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC, IR Blaster",Not specified,Not specified,Yes,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified
"₹16,990",80.0,Snapdragon 680,Octa Core,2.4 GHz Processor,Not specified,8 GB RAM,Not specified,128 GB inbuilt,Not specified,Yes,Android v11,Not specified,6.59 inches,Not specified,1080 x 2412 px,90 Hz Display with Punch Hole,Not specified,Not specified,50 MP + 2 MP + 2 MP Triple Rear,Not specified,Not specified,16 MP Front Camera,Not specified,5000 mAh,33W Fast Charging,Not specified,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi",Not specified,Not specified,No,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified
"₹19,990",84.0,Snapdragon  680,Octa Core,2.4 GHz Processor,Not specified,8 GB RAM,Not specified,128 GB inbuilt,Not specified,Yes,Android v11,Not specified,6.78 inches,Not specified,1080 x 2388 px,90 Hz Display with Punch Hole,Not specified,Not specified,108 MP Quad Rear,Not specified,Not specified,16 MP Front Camera,Not specified,4000 mAh,66W Fast Charging,Not specified,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi, NFC",Not specified,Not specified,Yes,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified
"₹57,999",87.0,Snapdragon  8 Gen1,Octa Core,3 GHz Processor,Not specified,8 GB RAM,Not specified,256 GB inbuilt,Not specified,Yes,Bluetooth,Not specified,6.1 inches,Not specified,1080 x 2340 px,120 Hz Display with Punch Hole,Not specified,Not specified,50 MP + 12 MP + 10 MP Triple Rear,Not specified,Not specified,10 MP Front Camera,Not specified,3700 mAh,25W Fast Charging,Not specified,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC",Not specified,Not specified,Yes,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified
"₹46,990",87.0,Snapdragon  8 Gen1,Octa Core,3 GHz Processor,Not specified,12 GB RAM,Not specified,256 GB inbuilt,Not specified,Yes,No FM Radio,Not specified,6.92 inches,Not specified,1080 x 2460 px,144 Hz Display,Not specified,Not specified,64 MP + 13 MP Dual Rear,Not specified,Not specified,16 MP Front Camera,Not specified,5600 mAh,68W Fast Charging,Not specified,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC",Not specified,Not specified,Yes,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified
"₹20,990",77.0,Dimensity 700 5G,Octa Core,2.2 GHz Processor,Not specified,4 GB RAM,Not specified,128 GB inbuilt,Not specified,Yes,Android v11,Not specified,6.58 inches,Not specified,1080 x 2408 px Display with Water Drop Notch,Not specified,Not specified,Not specified,50 MP + 2 MP + 2 MP Triple Rear,Not specified,Not specified,8 MP Front Camera,Not specified,5000 mAh,18W Fast Charging,Not specified,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC",Not specified,Not specified,Yes,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified
"₹17,990",82.0,Snapdragon  480,Octa Core,2 GHz Processor,Not specified,6 GB RAM,Not specified,128 GB inbuilt,Not specified,Yes,Android v11,Not specified,6.67 inches,Not specified,1080 x 2400 px Display with Punch Hole,Not specified,Not specified,Not specified,48 MP Quad Rear,Not specified,Not specified,16 MP Front Camera,Not specified,4470 mAh,18W Fast Charging,Not specified,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC",Not specified,Not specified,Yes,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified
"₹17,499",82.0,Dimensity  810 5G,Octa Core,2.4 GHz Processor,Not specified,8 GB RAM,Not specified,128 GB inbuilt,Not specified,Yes,Android v11,Not specified,6.5 inches,Not specified,1080 x 2400 px,90 Hz Display with Punch Hole,Not specified,Not specified,64 MP + 2 MP + 2 MP Triple Rear,Not specified,Not specified,16 MP Front Camera,Not specified,5000 mAh,33W Fast Charging,Not specified,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi",Not specified,Not specified,No,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified
"₹17,999",80.0,Dimensity  810 5G,Octa Core,2.4 GHz Processor,Not specified,6 GB RAM,Not specified,128 GB inbuilt,Not specified,Yes,Android v11,Not specified,6.5 inches,Not specified,1080 x 2400 px,90 Hz Display with Punch Hole,Not specified,Not specified,64 MP + 2 MP + 2 MP Triple Rear,Not specified,Not specified,16 MP Front Camera,Not specified,5000 mAh,33W Fast Charging,Not specified,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi",Not specified,Not specified,No,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified
"₹49,990",Not specified,Snapdragon  870,Octa Core,3.2 GHz Processor,Not specified,8 GB RAM,Not specified,128 GB inbuilt,Not specified,Yes,Android v11,Not specified,6.51 inches,Not specified,1080 x 2408 px,144 Hz Display with Punch Hole,Not specified,Not specified,200 MP Quad Rear,Not specified,Not specified,32 MP Front Camera,Not specified,6000 mAh,44W Fast Charging,Not specified,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi",Not specified,Not specified,No,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified
"₹2,399",Not specified,No 3G,Not specified,Not specified,Not specified,T117,Not specified,Not specified,Not specified,Yes,"Memory Card Supported, upto 64 GB",Not specified,1900 mAh Battery,Not specified,Not specified,Not specified,Not specified,Not specified,"2.4 inches, 240 x 320 px Display",Not specified,Not specified,Not specified,Not specified,"64 MB RAM, 128 MB inbuilt",Not specified,Not specified,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi",Not specified,Not specified,No,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified
"₹14,999",74.0,Snapdragon 695,Octa Core,2.2 GHz Processor,Not specified,4 GB RAM,Not specified,128 GB inbuilt,Not specified,No,Android v12,Not specified,6.67 inches,Not specified,1080 x 2400 px,120 Hz Display with Punch Hole,Not specified,Not specified,48 MP + 8 MP + 2 MP Triple Rear,Not specified,Not specified,8 MP Front Camera,Not specified,5000 mAh,33W Fast Charging,Not specified,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, IR Blaster",Not specified,Not specified,No,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified
"₹19,980",82.0,Snapdragon  732G,Octa Core,2.3 GHz Processor,Not specified,6 GB RAM,Not specified,128 GB inbuilt,Not specified,Yes,Android v11,Not specified,6.67 inches,Not specified,1080 x 2400 px,120 Hz Display with Punch Hole,Not specified,Not specified,108 MP Quad Rear,Not specified,Not specified,16 MP Front Camera,Not specified,5020 mAh,33W Fast Charging,Not specified,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi, IR Blaster",Not specified,Not specified,No,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified
